ItemLink,Price,Name,Image,Condition,Screen Size,Memory,Release Year,Bundle Listing,Product Family,Storage Type,Brand,Hard Drive Capacity,Processor Type,Operating System,Processor Speed,Color,Seller Notes,Type,MPN,Product Line,Model,Graphics Processing Type,Features,Country/Region of Manufacture,Hardware Connectivity,UPC,Operating System Edition,For Laptop Brand,SSD Capacity,Country of Manufacture,Video Adapter,Optical Drive,Colour,Memory (RAM),Processor Configuration,Warranty,Manufacturer,Item Location,DVD/CD-RW,Wifi,EAN,GPU/Video Card,Ports/Interfaces,Height,Length,Width,Weight,Dimensions,Label,Binding,ProductGroup,ISBN,HDD Caddy,Battery,Power Supply,Processor,Serial Number,Brand Name,Item Weight,Graphics Coprocessor,ISKU,Title,Primary Drive,Model No.,Model ID,Bundle,Screen Resolution,Resolution,Display Size,Display Type,Form Factor Type,Storage Capacity,Drive Type,RAM Memory,Graphics Card,Processor Manufacturer,Intel Processor Generation,Wireless Type,Series,RAM,Product Dimensions,Hard Drive,Processor Count,Card Description,Computer Memory Type,Contract,Manufacturer Part Number,License,From Factor,Keyboard Bezel Touchpad,Battery AC Adapter,Condition Note,Condition Description,SKU,Shell Condition,Hard Drive CD DVD,CF-30 / CF 31 CADDY GENUINE,Release Date_Display,Keyboard,Connectivity,PCI express slot SSD available,RAM upgrade (email us),Storage capacity,WiFi,Touch Screen Function,AC Adapter,Number of Cores,Form Factor,Adapter,Condition Grade,Drive Capacity,Bundled Items,Compatible Brand,Compatible Product Line,Advanced Features,Wireless Card,Hard Drive Caddy,EBAY_CATEGORY_ID,Hard Drive 1,Optical,Processor Model,Product Model,Product Type,Item Condition,Keyboard Type,Bluetooth,LCD Screen type
http://www.ebay.com/itm/HP-Compaq-Cq60-615DX-160GB-HDD-4GB-DDR2-Broken-Screen/232361384835?hash=item3619d15b83%3Ag%3Ax2cAAOSwlMFZNceq,$42.74,"HP Compaq Cq60-615DX 160GB HDD, 4GB DDR2, Broken Screen",https://i.ebayimg.com/images/g/x2cAAOSwlMFZNceq/s-l300.jpg,For parts or not working,,4GB,,,,HDD (Hard Disk Drive),Compaq,160GB,Intel Celeron,Not Included,2.20GHz,,"Broken screen, no charger, bad quality rear bezel of LCD assembly",Notebook/Laptop,CQ60-615DX,Presario,CQ60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Gateway-model-W350A-Laptop-15-Webcam-1-3-Megapixel-For-Parts-Only/232365976008?hash=item361a1769c8%3Ag%3AIrQAAOSwFqNZOstw,$45.00,"Gateway model W350A Laptop 15"" Webcam 1.3 Megapixel For Parts Only",https://i.ebayimg.com/images/g/IrQAAOSwFqNZOstw/s-l300.jpg,For parts or not working,15in.,Not Incluided,2005,,,Not Incluided,Gateway,Not Incluided,Not visible,Not Included,Not visible,Silver,This computer does not turn on but it does have its parts that you can still take out and use. NO HDD! NO MEMORY RAM!,Notebook/Laptop,,Gateway,W350A,Integrated/On-Board Graphics,Built-in Webcam,United States,"HDMI, USB 2.0, USB 3.0",,Not Applicable,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D505-1-25GB-RAM-1-4GHz-30GB-HD-Good-Battery-AC-Windows-7-Home/232080212836?hash=item36090f0364%3Ag%3A7joAAOSwAKxWY1%7E2,$49.95,"Dell Latitude D505 1.25GB RAM 1.4GHz  30GB HD, Good Battery,AC,Windows 7 Home",https://i.ebayimg.com/images/g/7joAAOSwAKxWY1~2/s-l300.jpg,Seller refurbished,,1.25GB,,,,,,40 gb,,Windows 7,1.40GHz,,,,,Latitude,,,,,,,Windows 7 Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/DELL-Latitude-D620-Core-2-Duo-T2300-1-66GHz-60GBHD-1-GBRAM-Win-7-Home-bat-a-c/232275329888?hash=item3614b04360%3Ag%3AFhQAAOSwXYtYzWPv,$49.95,"DELL Latitude D620 Core 2 Duo T2300@1.66GHz 60GBHD 1 GBRAM Win 7 Home bat, a/c ",https://i.ebayimg.com/images/g/FhQAAOSwXYtYzWPv/s-l300.jpg,Used,"14.1""",1 GB RAM Installed,,,,,Dell,60GB Hard Disk Drive,Intel Core Duo,Windows 7,1.66,,,Notebook,Dell D620,Latitude,D620,,,,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Libreboot-Installation-Service/232368648379?hash=item361a4030bb%3Ag%3AxO0AAOSwYIxX-87G,$50.00,Libreboot Installation Service,https://i.ebayimg.com/images/g/xO0AAOSwYIxX-87G/s-l300.jpg,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D630-Core-2-Duo-2-2-Ghz-2GB-RAM-NO-HD-NO-OS/232348147125?hash=item3619075db5%3Ag%3ArmkAAOSwfRdZJf8w,$69.99,Dell Latitude D630 Core 2 Duo 2.2 Ghz 2GB RAM NO HD NO OS,https://i.ebayimg.com/images/g/rmkAAOSwfRdZJf8w/s-l300.jpg,Used,14in.,2GB,,,,,Dell,,Intel Core 2 Duo,,2.20GHz,,TESTED GOOD,Notebook/Laptop,D630,Latitude,d630,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D410-mini-3gbRAM-Pent-R-Windows-Home-60GB-HD-bat-ac-dock-dvd-mod/232354599389?hash=item361969d1dd%3Ag%3AZC0AAOSwvgdW3Hut,$56.95,"Dell Latitude D410 mini 3gbRAM Pent R Windows Home 60GB HD, bat,ac,dock, dvd mod",https://i.ebayimg.com/images/g/ZC0AAOSwvgdW3Hut/s-l300.jpg,Seller refurbished,"12.1""",3 gb,,,,,Dell,60 gb,,Home Premium,1.6,,,Notebook,D410,Latitude,D410,Integrated/On-Board Graphics,,,,,Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-1501-AMD-3500-1-8GHz-2GBram-80GB-hd-DVD-ac-bat-Windows-7-NEW-TOP/232386382720?hash=item361b4ecb80%3Ag%3AM0gAAOSw241YZV4n,$57.95,Dell Inspiron 1501 AMD 3500@1.8GHz 2GBram 80GB hd DVD ac bat Windows 7  NEW TOP!,https://i.ebayimg.com/images/g/M0gAAOSw241YZV4n/s-l300.jpg,Seller refurbished,"15.4""",2 GB,,,,HDD (Hard Disk Drive),Dell,80 GB,AMD Sempron 3500,Windows 7,1.8 GHz,,,Notebook,Does Not Apply,Inspiron,Inspiron 1501,Dedicated Graphics,,Malaysia,,,Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/ASUS-D550MA-15-6in-500GB-Intel-Celeron-N-1-86GHz-4GB-Notebook-Laptop-Bla/232425177015?epid=0&hash=item361d9ebfb7%3Ag%3A-7IAAOSwxXBZeMct,$44.99,"ASUS D550MA 15.6in. (500GB, Intel Celeron N, 1.86GHz, 4GB) Notebook/Laptop - Bla",https://i.ebayimg.com/images/g/-7IAAOSwxXBZeMct/s-l300.jpg,For parts or not working,15.6in.,4GB,,,,HDD (Hard Disk Drive),ASUS,500GB,Intel Celeron D,Not Included,1.86GHz,,"Doesn't boot - C Quality, no charger, no OS",Notebook,D550MA-DS01,,D550MA,,,,,0886227660605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-T42-Intel-Centrino-1-6GHz-for-Parts-Repair/232425186106?hash=item361d9ee33a%3Ag%3AcDMAAOSwkaJZeMuU,$24.99,Lenovo ThinkPad T42 Intel Centrino 1.6GHz for Parts/Repair,https://i.ebayimg.com/images/g/cDMAAOSwkaJZeMuU/s-l300.jpg,For parts or not working,,,,,,,Lenovo,,,Not Included,,,"Doesn't boot, no hdd, no OS",Notebook/Laptop,,ThinkPad,t42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-R61-7733-14-1-Core-2-Duo-T7300-2-0GHz/232425198181?hash=item361d9f1265%3Ag%3A6dkAAOSwGLNZeM79,$34.19,"Lenovo ThinkPad R61 7733 - 14.1"" - Core 2 Duo T7300 2.0GHz",https://i.ebayimg.com/images/g/6dkAAOSwGLNZeM79/s-l300.jpg,For parts or not working,14.1in.,,,,,,Lenovo,,Intel Core 2 Duo,Not Included,2.00GHz,,Doesn't boot A quality everywhere but lid is B Quality,Notebook/Laptop,7733,ThinkPad,R61 7733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-3520-Intel-i5/232426464221?epid=234109376&hash=item361db263dd%3Ag%3AgUgAAOSwO95ZejKo,$250.00,Dell Inspiron 3520 Intel i5,https://i.ebayimg.com/images/g/gUgAAOSwO95ZejKo/s-l300.jpg,Used,15.6in.,4GB,2017,,,,Dell,500GB,,Windows 10,,Black,,Notebook/Laptop,XCTOP3520HWUS,Precision,,Integrated/On-Board Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/hp-laptop/232427696346?hash=item361dc530da%3Ag%3AubQAAOSwRoZZe64u,$250.00,hp laptop,https://i.ebayimg.com/images/g/ubQAAOSwRoZZe64u/s-l300.jpg,Seller refurbished,,,,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-15-5000-series/232427983025?hash=item361dc990b1%3Ag%3AQ%7EYAAOSw%7EuxZfAKM,$350.00,Dell Inspiron 15 5000 series,https://i.ebayimg.com/images/g/Q~YAAOSw~uxZfAKM/s-l300.jpg,Used,15.6in.,12GB,,,,,Dell,1TB,Intel Core i5 4th Gen.,Windows 8.1,,Silver,,,,Inspiron,5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/DELL-Latitude-2120-MiNi-80gb-hd-2gb-ram-Intel-N550-1-5-GHz-Win7-INC-bat-AC/232428397404?hash=item361dcfe35c%3Ag%3AxxUAAOSwgv5ZXnBi,$51.95, DELL Latitude 2120 MiNi 80gb hd 2gb ram Intel N550@1.5 GHz Win7  INC bat & AC,https://i.ebayimg.com/images/g/xxUAAOSwgv5ZXnBi/s-l300.jpg,Seller refurbished,10.1in.,2MB,,,,HDD (Hard Disk Drive),Dell,80GB,Intel Atom N550,Windows 7,1.5GHz,Black,,Netbook,With COA,Latitude,2120,Integrated/On-Board Graphics,,,,,Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Lattitude-520/232428743096?hash=item361dd529b8%3Ag%3Ant8AAOSwq1NZfPsD,$60.00,Dell Lattitude 520,https://i.ebayimg.com/images/g/nt8AAOSwq1NZfPsD/s-l300.jpg,Used,,,,,,,Dell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Best-Value-13-inch-Apple-MacBook-Pro-Laptop-TWO-YEAR-WARRANTY-500GB-DVDRW/232430811484?hash=item361df4b95c%3Ag%3AjuMAAOSwFdJZsGQn,$599.00,*Best Value* 13 inch Apple MacBook Pro Laptop / TWO YEAR WARRANTY / 500GB! DVDRW,https://i.ebayimg.com/images/g/juMAAOSwFdJZsGQn/s-l300.png,Manufacturer refurbished,"13""",4GB,,,MacBook Pro,HDD (Hard Disk Drive),Apple,500GB,Intel Core 2 Duo,"Mac OS X 10.11, El Capitan",2.26GHz,,2 year warranty included! System has an upgraded 500GB HDD! DVD/RW WiFi Bluetooth Firewire & More! Refurbished by Apple Certified Technicians - and comes with a TWO YEAR WARRANTY! System has a backlit keyboard! Best Value!,,MB990LL/A,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-8600-Pentium-M-1-4GHz-768MB-RAM/232433274336?hash=item361e1a4de0%3Ag%3AjCUAAOSwjTlZgiGb,$19.99,Dell Inspiron 8600 Pentium M 1.4GHz 768MB RAM,https://i.ebayimg.com/images/g/jCUAAOSwjTlZgiGb/s-l300.jpg,For parts or not working,,768MB,,,,,Dell,,Intel Pentium Mobile,Not Included,1.40GHz,,"C Quality, boots",,,Inspiron,Inspiron 8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-G550-2958-w-Core-2-Duo-T6600-2-2-GHz-for-Parts-Repair/232435693374?hash=item361e3f373e%3Ag%3ALDIAAOSwIclZhL%7ES,$34.99,Lenovo G550 2958 w/ Core 2 Duo T6600 2.2.GHz for Parts/Repair,https://i.ebayimg.com/images/g/LDIAAOSwIclZhL~S/s-l300.jpg,For parts or not working,,3GB,,,,HDD (Hard Disk Drive),Lenovo,160GB,Intel Core 2 Duo,Not Included,2.20GHz,Black,"C Quality, tested booting, missing/broken parts",Notebook/Laptop,,,G550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Inspiron-1420-w-Dual-Core-1-8GHz-2GB-RAM-Just-add-OS/232435700890?epid=127482740&hash=item361e3f549a%3Ag%3AYtQAAOSw8btZhMG4,$42.74,"Dell Inspiron 1420 w/ Dual Core 1.8GHz, 2GB RAM, Just add OS!",https://i.ebayimg.com/images/g/YtQAAOSw8btZhMG4/s-l300.jpg,For parts or not working,14in.,2GB,,,,HDD (Hard Disk Drive),Dell,120GB,,Not Included,1.80GHz,,A Quality - just add Operating System!,Notebook/Laptop,1420,Inspiron,Inspiron 1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-Travelmate-14-Notebook-TMP246M-M-591S/232442898101?hash=item361ead26b5%3Ag%3Ag4UAAOSwPfVZjLpr,$425.00,"Acer Travelmate 14"" Notebook TMP246M-M-591S",https://i.ebayimg.com/images/g/g4UAAOSwPfVZjLpr/s-l300.jpg,New,14in.,4GB,,,,HDD (Hard Disk Drive),Acer,500GB,Intel Core i5 4210M,Windows 8.1,2.60GHz,Black,,Notebook,NX.VA8AA.001,TravelMate,TMP246M-M-591S,Intel HD Graphics 4600,Built-in Webcam,,"HDMI, USB 2.0, USB 3.0",887899981562,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-2100/232444353174?hash=item361ec35a96%3Ag%3AlmAAAOSwtTVZjiLD,$65.00,Dell Latitude 2100,https://i.ebayimg.com/images/g/lmAAAOSwtTVZjiLD/s-l300.jpg,Used,,,,,,,Dell,,,,,,,,,Latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-MacBook-Pro-A1278-2010-Intel-C2D-2-66GHz-AS-IS-for-parts-LP2034/232449515181?hash=item361f121ead%3Ag%3ARiAAAOSwsTdZch%7EY,$54.99,Apple MacBook Pro A1278 2010 Intel C2D@2.66GHz AS IS for parts / LP2034,https://i.ebayimg.com/images/g/RiAAAOSwsTdZch~Y/s-l300.jpg,For parts or not working,,,,,,,,,,,,,"This unit is used. It does not power on. Cracked screen. Intel Core 2 Duo @ 2.66GHz. No RAM or HDD included. Battery is NOT included. Missing bottom cover. No other testings were done. It has scratches / scuff marks on it.(on case). It's being sold ""AS IS"", no return will be accepted. Power adapters is not included. No other accessories included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D510-Celeron-1-50GHz-1-GB-Ram-40GBHD-new-bat-a-c-Win-7-Home/232369834214?hash=item361a5248e6%3Ag%3AS9EAAOSwXYtY2qpo,$47.95,Dell Latitude D510  Celeron @1.50GHz 1 GB Ram 40GBHD new bat. a/c Win 7 Home,https://i.ebayimg.com/images/g/S9EAAOSwXYtY2qpo/s-l300.png,Seller refurbished,"14.1""",1GB,,,,,Dell,40 gb,Pentium M,Windows 7,1.50GHz,,,Notebook,,Latitude,D510,,,,,,Home Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/NEOWARE-M100-CA24-15-ESTHER-800MHz-Windows-XP-Embedded-OS-no-HDD-needed-bat/232393823356?hash=item361bc0547c%3Ag%3AhnAAAOSwnK9ZV95B,$28.95,"NEOWARE/ M100 CA24  15""  ESTHER-800MHz Windows XP Embedded OS no HDD needed, bat",https://i.ebayimg.com/images/g/hnAAAOSwnK9ZV95B/s-l300.jpg,Used,"15""",650 KB,,,,,NEOWARE,,VIA ESTHER-800MHz,Windows XP Embedded,,,,Notebook/Laptop,,,M100 CA24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good battery,,Works great,,WEAR-SEE PICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/NEOWARE-M100-CA24-15-ESTHER-800MHz-Windows-XP-Embedded-OS-no-HDD-no-bat-ac/232393832646?hash=item361bc078c6%3Ag%3AhtcAAOSwVJhZV97w,$19.95,"NEOWARE/ M100 CA24  15""  ESTHER-800MHz Windows XP Embedded OS no HDD no bat/ ac",https://i.ebayimg.com/images/g/htcAAOSwVJhZV97w/s-l300.jpg,Used,"15""",650 KB,,,,,NEOWARE,,VIA ESTHER-800MHz,Windows XP Embedded,,,,Notebook/Laptop,,,M100 CA24,,,,,,Windows XP Embedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no battery or charger,,Works great,,WEAR-SEE PICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/PacMate-Omni-QX440-Windows-computer-4-blind-40-cell-disp-case-wireless-adap/232449561309?hash=item361f12d2dd%3Ag%3A75YAAOSwuMFUejZk,$899.87,"PacMate Omni QX440 Windows computer 4 blind 40 cell disp., case, wireless adap.",https://i.ebayimg.com/images/g/75YAAOSwuMFUejZk/s-l300.jpg,Used,,,,,,,Freedom Scientific,,,,,,Very good condition.  Fully tested and fully functional.,,QX440 Omni,,PacMate Omni QX440,,,United States,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/ELITEBOOK-2760P-INTEL-CORE-I5-2-50-4GB-320GB-noac-no-pen/232452346154?hash=item361f3d512a%3Ag%3AHyUAAOSwSbtZlfib,$85.00," ELITEBOOK 2760P, INTEL CORE I5, 2.50, 4GB, 320GB, noac  no pen",https://i.ebayimg.com/images/g/HyUAAOSwSbtZlfib/s-l300.jpg,Used,"12.1""",4MB,,,,HDD (Hard Disk Drive),HP,320GB,,Not Included,2.50GHz,,clean used unit no software,Convertible 2-in-1 Laptop/Tablet,2760p,EliteBook,2760p,,,,,Does not apply,Business,,,,,NA,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Included,,,,,,,,,,Included,Included,,,,,,,,,,
http://www.ebay.com/itm/Openpandora-Perfect-Condition-1GHz/232452446194?hash=item361f3ed7f2%3Ag%3AiwoAAOSwSbtZlg2Y,$450.00,Openpandora Perfect Condition 1GHz,https://i.ebayimg.com/images/g/iwoAAOSwSbtZlg2Y/s-l300.jpg,New,,512MB,,,,,,,,Linux,1.00GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-ProBook-6470b-i5-2-5Ghz-4GB-RAM-500GB-Hard-Drive-Windows-10-Pro/232454520124?hash=item361f5e7d3c%3Ag%3AJ-wAAOSwBEpZmBhX,$222.00,HP ProBook 6470b i5 2.5Ghz 4GB RAM 500GB Hard Drive Windows 10 Pro,https://i.ebayimg.com/images/g/J-wAAOSwBEpZmBhX/s-l300.jpg,Seller refurbished,"14""",4GB,,,,,HP,500GB,i5,Windows 10 Pro,2.5Ghz,,,NB,HP-NB-0000159,,ProBook 6470b,,Integrated Webcam,United States,,Does not apply,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,,,,,,,,,177,500GB,DVD-RW,3210M,ProBook 6470b,NB,,,,
http://www.ebay.com/itm/11-6-Chromebook-Laptop-Quad-Core-Processor-4GB-Ram-32GB-Hard-Drive/232457818086?epid=572780572&hash=item361f90cfe6%3Ag%3AdRgAAOSw0GJZmoDK,$179.75,"11.6"" Chromebook Laptop, Quad-Core Processor, 4GB Ram, 32GB Hard Drive",https://i.ebayimg.com/images/g/dRgAAOSw0GJZmoDK/s-l300.jpg,New,,,,,,,EPIK Learning Company,,,,,,,,ELB1101-BK,,,,,,,827396531013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-CB3-532-C47C-15-6-Chromebook-Chrome-OS-Intel-Celeron-N3060-Dual-Core-Pro/232457893738?epid=2073234850&hash=item361f91f76a%3Ag%3AyRkAAOSwB31ZmoEr,$249.10,"Acer CB3-532-C47C 15.6"" Chromebook, Chrome OS, Intel Celeron N3060 Dual-Core Pro",https://i.ebayimg.com/images/g/yRkAAOSwB31ZmoEr/s-l300.jpg,New,,,,,,,Acer,,,,,,,,CB3-532-C47C,,,,,,,888863811427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Compaq-nc6320-60-GB-Intel-Core-2-Duo-1-83-GHz-1-5GB-RAM-Notebook/232458318526?epid=127173819&hash=item361f9872be%3Ag%3A99YAAOSwWM9Zm4CH,$49.99,"HP Compaq nc6320 (60 GB, Intel Core 2 Duo, 1.83 GHz, 1.5GB RAM) Notebook ",https://i.ebayimg.com/images/g/99YAAOSwWM9Zm4CH/s-l300.jpg,Used,15in.,512MB,,,,,HP,60GB,,,1.83GHz,Black,,Notebook/Laptop,RN442AW,,,,,,,0882780810976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Toshiba-Tecra-A4-PTA40U-15E01f-Laptop/232459320367?hash=item361fa7bc2f%3Ag%3Ac1oAAOSw-81ZnIHC,$37.76,Toshiba Tecra A4 (PTA40U-15E01f) Laptop,https://i.ebayimg.com/images/g/c1oAAOSw-81ZnIHC/s-l300.jpg,For parts or not working,,,,,,,Toshiba,,,,,,I do not have the charger to test it. Missing back cover and the hard drive. Sold ASIS,,A4,,,,,,,nA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/4-apple-ibook-a1005-m6407-laptop-pc-for-parts/232459402739?epid=2195899469&hash=item361fa8fdf3%3Ag%3AGM8AAOSw1YRZnIMV,$39.80,4 apple ibook a1005 & m6407 laptop pc for parts,https://i.ebayimg.com/images/g/GM8AAOSw1YRZnIMV/s-l300.jpg,For parts or not working,12.1,,,,,,APPLE,,,Not Included,,,WE HAVE NO HISTORY OF THE INTERNAL CONDITION OF THIS UNIT. THEY ARE SOLD AS IS FOR PARTS.,iBook,A1005 and M6407,,A1005 and M6407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
